Review Text,Rating
"people crazy hated, best western st christopher great value far superior best westerns country know company puts, rooms average size nice jacuzzis downside jacuzzi mirror instead window, window no jacuzzi pick preference people slam place need good hard look expectations hotels, place kicks butt compared hotels new orleans arent 150 dollars, room clean toiletries nice, staff wasnt friendliest come 2am drunk people waling, location excelent importantly bed comfortable, lighting ok mirrors great, ice machines ar eonly floor no running machine robe floor, haha, liked 100 year old brick, definatly stay again.ps door harrahs park harras garage play 30 minutes free parking just helpful advice,  ",1
"manny miami arrived reservation did not exist booked 9 months ago voucher prove staying, check staff did eventually non smoking room available waited hour duly did poolside bar, staff friendly slow service.when got room spacious clean, occasion did 4pm cleaner start tidying room.the concierge extremely helpful did not rent car numerous trips organised picked hotel including everglades city tour.the hotel clean air conditioned 30 second walk poolside miami beach, boardwalk designed pedestrians walk hotel adjacent beach avoiding vehicular traffic,  ",1
"good resort stayed family july 2nd july 16th actually great vacation.we got rooms building 5 not newest, rooms large comfortable, bathrooms little bit old need refurbishment nothing dramatic, asked second floor sea view arrangements us.the beach excellent not plenty places shade, tru need wake 6am reserve good seat, stayed years ago catalonia bavaro, really different really swim sea, nobody does sea deep, contrary pool bit disappointing maximum depth 1.25m lot people just sitting beach drinking cocktails.her come bars, bartenders used serving beers, good cocktails coco loco caipirina no need tip alcohol, just ask buffet really amazing, different evening lot special themes, plenty choice food excellent.the animation staff works hard 6 organize activities everyday stretching shuffleboard volleyball, good thing win bottles rhum.at water sports house borrow canoes catamarans windsurfs free, lessons free pay resorts, scuba diving great ewcellent divemaster frankie sum not hesitate reserve resort great not expensive,  ",1
"awesome, stayed 2 weeks amazing time, pretty perfect hotel amazing views especially night, probably best hotel convenience/location-wise tokyo right opposite takashimaya square 2min walk shinjuku eki train station, kinkos floor convenince store 20th lobby, did n't bar ca n't comment, downsides really expensive paid 290 aus night sure cheaper western/american restaurant forgot totally sucks.i ca n't say good things,  ",1
"days inn stayed past 2 years, ragedy, bed bathroom clean wore, hotel usually noisey single pane windows rowdy groups staying hotel, good price settle noisey not clean hotel,  ",0
"absolutely loved resort, stayed ocean blue golf beach resort 3/31 4/7/05 absolutely loved, complain make 5 phone calls order remote control went, food good quality quantity different types choose, kudos luisander works mike cafe, makes best cappuccino, price paid vacation n't ask, definitely,  ",1
"good value friendly hotel paris november year christmas shopping, stayed la pera year prices doubled year went search different hotel years trip, looked trip advisor louvre st anne booked triple room hotel based reviews gotten tripadvisor guests location price, overall happy hotel, room clean bright bathroom good size, small balcony nice sit air, reception manned 24 hours day receptionists friendly helpful anytime needed, hotel close louvre opera big department stores metro stop close makes entire city accessible, nice restaurants neighbourhood willis wine bar liza lebanese restaurant ate, lots japanese restaurants surrounding streets did n't try, getting hotel relatively straight forward, got roissybus cdg opera printed directions google maps bus stop hotel 5 minute walk.a slightly negative points make lift not big hallways narrow reception area small, room little small people bed ledge double bed, hotel star hotel overall felt paid versus good points mentioned hotel good value city hotels dingy overpriced, overall happy stay plan book hotel year annual trip price remains reasonable,  ",1
"bad reviews picky people, resort wonderful, resort came highly recommended travel agent thoroughly impressed, not perfect definitely beautiful resort clean rooms immaculate landscaping excellent food amazing beach.some slightly negative parts bar pretty pathetic-reception staff n't incredibly helpful-nightly entertainment good little repetitive theatre gets hot stuffy-no snack places close beach poolssome highlights food buffets restaurants tried-great drinks-beautiful grounds covered walkways n't melt heat walking around-lots shady spots beach chairs available beach-beach ocean clean beautiful-our room immaculate just regular room king-sized bed went low-season la carte restaurants reservations buffets good usually ate, service good ate did n't tip vendors beach walk beach just past resort market souvenir shopping cheaper gift shop-disco alot fun night-hardly bugs/insects think saw 3 mosquitos week no flies restaurants negative things encountered absolutely no effect holiday, definitely resort,  ",1
"fabulous sirenis tropical-punta cana march 12-20kingston ontatiothis vacation country, little nervous experience read reviews, let tell, resort breath-taking, arrived did encounter problems room temporary solution place night, not big deal glad just, suite overlooked pool ocean, spacious plenty closet space plenty water soft drinks fridge, read reviews having early reserve loungers, usually 6:30 a.m. pool reserve 4 loungers placing towels home easier distinguish, coffee travel mug brought home coffee bar drinks return room sit balcony family awoke, public washrooms clean attendant readily cleaning, fresh cut flowers women hair, careful fully protect sun kids heatstroke, bring tylenol lots aloe lotion, purchased packs imodium peptol bismal nothing, employees friendly accomomdating, conclusion return heartbeat,  ",1
"need great location close far madnessvery modern bathrooms particularly nice reasonable sized rooms free adsl non wireless internet usageservice meaning hit miss busy,  ",1
"excellent location not personal hotel obviously hotel business people allthough lot tourist book, wel taken care nice rooms spacious bathrooms, misses personal touch smaller boutique like hotels, staff kind helpful large 300 rooms no personal connection people work reception example, location excellent, situated right station friedrichstrasse 50 meters u-bahn s-bahn trams trains busses, walking distance unter den linden museum insel gendarmenmarkt, lot possibilities breakfast area, restaurants nearby stop hackische hofe s-bahn.actually location creates set trains come make noise, like bit fresh air night bit noisy,  ",1
"future hotels compared absolutely best hotel stayed doubt, arrived peninsula late evening 30 hour trip birmingham alabama pleased upgraded small suite, room beautiful, huge bed fine linnens sitting area seperate entrance hall toilet bath, bathroom flat screen tv, lucky harbour view worth staying peninsula watch ships boats, lobby like movie flurry activity, string quartet playing afternoon, shopping galleries fun explore particularly waking 3am time change, wife birthday fell days came room day exploring entire birthday cake left room, stayed nice hotels none like peninsula,  ",1
"things adler cavalieri wife stayed hotel adler cavalieri month, say n't sure expect end 3-day stay came conclusion hotel rank best hotels, special occasion wife vacation tranferred rome los angeles, anywayfirst let say room stayed lovely terrace overlooking nice garden, bathroom covered beautiful marbles wood ceiling, breakfast served charming little austrian cafâ-like room, food fresh staff friendly attentivea special thanks amazing staff reception desk, really stay memorable, arranged beautiful bouquet roses wife provided best massage service check wellness centre recommended best restaurants florence got tickets uffizi accademia just extra dollars saved lot time n't buy internet expensive change mind kiss money good-bye, finally definetely recommed hotel best friends really need away days,  ",1
"beautiful place beautiful resort friendly, room clean, food great, weather beautiful.the complaint resort home, 5 stars way,  ",1
"great option paris stayed came guess recommendation, great location heart latin quarter quiet surrounded lots bars restaurants, good access gare du nord eurostar just 3 stops rer door door 25 mins, nice cosy clean rooms good service adequate breakfast, concern room rates creaping,  ",1
"nice hotel old-world italian hotel nice staff nice room wonderful italian style breakfst morning 5-minute walk doumo accadamia.the staff helpful directions suggestions etc.we certainly stay,  ",1
"near action wanting room balcony overlooking rambles n't book hotel, want hotel minute walk rambles quiet clean hotel modernised good rooms forget view pleasant staff helpful speak english good price location hotel, hot breakfast quite exception, overall couples thought good value money recommend use,  ",1
"stayed twice times nice, stayed hotel summers row 3 nights time, visted new orleans summers time spent nights stay hotel, think charming little place pleasant, definitely taste new orleans place hotel feels quite homely reason like, rooms spacious probably stayed different rooms hotel spacious maintained pleasant, nice walk area good location used car street car passes right, not sure like recently hearing bad reviews time stayed times stayed recall housekeeping day, able plan stay hotel summer think great reminds lot new orleans nothing nice memories place,  ",1
"maybe just unlucky, ok maybe just unlucky stayed 2 nights labor day weekend, husband staying kiddies weekend heading lahey clinic tuesday decided couple nights, reading reviews jurys zero picked jurys, guess wish tried zero.our room 10th floor 3 rooms quiet great, bedspread pillows numerous stains toilet bathroom seat unattached tv did not work right, volume tv capped not problem speaker total speakers not working, no problem called planning catching movies payperview away.we relocated room 5th floor, not noisy pretty good size, pros cons hotel follows pros:1 good location.2 nice aveda products bathroom3 fabulous dual head shower towel warmer, 4 nice accomodating staff really superb.5 great breakfast room service try blueberry pancakes.6 refridgerator room stock it.cons:1 expensive room service expected atrocious dinner food.2 no stores buy snacks sodas close walking distance.3 room not cleanest dust furniture stains carpets.all not bad 250+ night expect hotel little better condition, little things annoying bathrobe warm cookies room service good not warm parking 36 day not easy in/out good 15 20 minute wait time, reviews positive maybe just, happened stay, probably not stay opt hotels area,  ",0
"great time, went bavaro princess april 1-8. great time, weather fantastic, beach gorgeous, beautiful white sand, resort huge, beautiful, impressed nice grounds kept, rooms fine, nothing exciting standard rooms, went sunwing special area rooms near lobby, lots restaurants choose, making reservations bit pain, did n't platinum tried got booked, food ok. actually preferred buffets, fantastic time complaints la carte restaurants not good hoped service slow restaurants bars, overall great trip lucked fantastic weather,  ",1
"money worth asia, poor experienceyasemin okur singaporei travel lot asia business leisure purposes work service sector count seasoned traveller make following comments bali hyatt.this attempt write review tripadvisor, reason attempt believe hotel overrated like provide perspective.this disappointing stay far asia.i mention asia asia especially westerner amazed quality service beautyluxury resorts anyway.here quick list stay hotel again:1- rooms worn, 80 not gone major renovation, implication humidity inside room.2- hygiene problem inside hotel especially common toilets, extremely disappointing experiences just 3 days, toilets poolside blocked, hotel staff did not bother notice entry took 3 closets disgusting scenes realize this.not finished, toilet filthy 7.30 morning, toilets main lobby morning not clean baskets toilet papers floors dirty, smth like public toilet city center.3- breakfast average hotel charges surprising 15usd/person, not worth, variety food quite limited service slow limited number staff, time end waiting table, ambience manage grab limited 5 tables garden ok chlostrophobic dark.4- pool not clean, end swimming unknown objects recognize human saliva smaller pool.rooms cleanliness food pool, key drivers hotel choice bali hyatt scores poorly each.there minor points inconveniently located amenities charging bikes resorts n't expect profit minor service experience asia end rating hotel deserves.otherwise hotel deserves poor rating, strongly recommend visiting resort,  ",0
"good value considering great location stayed hotel 7 times 23 years usually 2 weeks time, not stayed 6 years better package deals using hotels, apprehensive saw recent reviews suggested gone quality missing uk brochures previously given good 3 star rating bt kuoni british airways, decided bash booked flight edinburgh travel agent managed hotel sold quantas airline holidays brochure wllling sell hotel bargain person night, great 2 weeks holiday beloved singapore 16th time melt country love nicer people hard plant.anyway digress hotel not really changed room fine overall hotel getting little shabby type want 4/5 star hotels holiday enjoy luxury not, staff smile away friendly smile usually helps formal nature business chinese race uses off-putting westerners particular hong kong understand dont informal just different culture, want solid hotel basics spend day landmark hits right notes, gym nothing write home pool best morning shade afternoon, huge factor location, stayed years areas singers draws, main roads hotel perfect bus connections direction way, mrt tube train station bugis 300 yards away, shopping area excellent bugis street market day night nearby eat food court great value tourist rip-off long, hotel 3 level shopping arcade worth visit plenty late night shops nearby, loads eating options arab street area opposite hotel, shall singers year usual golden landmark fine, like old favourite coat getting shabbier does business hits basic points need best location singers, 23 years watched singapore hotels getting expensive occupancy rate high huge transit stop-over desination, getting hotel location bargain, good scotsman prefer channel saved money not going fancier hotel holiday entertainment ground camera jewellery food no contest gim landmark, arf arf, people like hotel limo meet instead far cheaper airport taxi like champagne room depends cut cloth people like indulge bloody cruise chomp drink way long metal boat 2 weeks visit various ports trip bus country 3 hours boat said, ahem..each no fear over-expectation landmark hotel pleasantly surprised realise landed best area pivot way around.hae fun,  ",1
"great staybridge great clean rooms good services, not far fq 5-6 blocks, aware no tourist town overprice bring money.also no free parking, ate local spots mothers mulate__Ç_é_, poor service food great, really don__Ç_é_ know what__Ç_é_ big deal mother__Ç_é_, sandwiches ok nothing, no fun town, just remember bring lots money,  ",1
"simple perfect stayed times disappointed, rooms extremely spacious, location comfortable use car boston cambridge, nothing luxurious great value,  ",1
"great hotel recently stayed hotel 2 nights business really impressed updated decor great service incredibly comfy rooms, bed comfortable shower just right buffet breakfast good, staying area highly recommend hotel,  ",1
"incredible little hotel hotel il perseo perfect central location florence, given family room 5th floor spacious clean incredible views duomo rooftops, laura wonderful desk helpful accommodating, recommed hotel going florence, wonderful experience reasonable price, contact hotel directly website best rates service,  ",1
"great place spend night looking room bed window spanning width room,  ",1
"closet sized rooms good location stayed sept 2003. photos not entirely correct, thought viewing pictures getting nice comfy victorian room, given room size closet horrible view door building roof, noisy n't room door open, bathroom ity bity, okay place stay night planning making vacation hotel want look, plus trolly line block away literally 3 blocks shops union square, just beware small closet rooms, oh parking 30 block, better unload stuff hand holding roller suitcase dear life hills,  ",0
"central location stayed ramada city centre 2 nights hotel hotels amsterdam i.e small rooms/bathrooms, clean hotel excellent location, stay,  ",1
"felt staying friends long trip need poeple smile help need spent week amsterdam attending conference, n't know teh cisty afraid stay manage, good choice poeple extermly helpful, remember asked manager related mobile sent employees shop, helpful friendly.the room not big suitable price, cool place stay in.i think visit amsterdam day stay nadia,  ",1
"excellent value money went breezes 2 weeks 2 adults 2 kids, great time, check quick arrived 2 coach parties waited no 10 minutes.room previously emailed hotel wedding anniversary gave nice room sea/pool views, little musty clean days smell went, maid service good, gave champagne.pool kept clean, 7am bag shade busy hotel half, peek season crowded.bars drinks good, good service, baileys free flowing, wowrestaurants marlin seafood steak nice food awful service not offered single drink night bar, asked waiter just told later, conuco dominican food not nice restricted menu nothing really kids service good, sombrero mexican ate twice meal fajitas not nice second buritos good, excellent service, martinos italian nice ate twice, good food good service kids menu, munasan japenese loved restaurant ate 3 times, service atmosphere excellent food delicious, paris french excellent restaurant kids menu, steaks chicken fish menu probably suit, ate 3 times, buffet ate ok limited service drinks slow, did different themed night night, staff staff really nice odd exception did discreetly tip wait staff kind, restaurant reservation staff did best room restaurants ate virtually night, people lined 8.45 reserve list availability really fancied restaurant/time not listed worth asking usually juggle, speak spanish english good.beach wow say best to.excursion went saona island really enjoyable day, booked dominican tours hotel half price thomson, island beach not nice bavaro pestered alot vendors really enjoyed trip.entertainment ok usually going, games round pool did water aerobics day fun, evening entertainment ok usually ended playing pool chatting people.i think covered things, sum paid just holiday portland direct 2 adults 2 kids 2 weeks, excellent value money, got sick apart usual excess thing, alot people kids loved resort older couples tended dislike, buzzy resort looking really peaceful holiday not great,  ",1
"fantastic hotel just returned 12 nights puri santrian nothing bad say it.the rooms lovely beach big nice bathroom cleaned meticulously day free water thrown, seen alot reviews site complaining rooms dark tropics rooms designed avoid sunlight keeps rooms cool, did not problem airconditioning worked wonderfully, ask room ground floor 3rd floor room great view swimmming pools lovely not sun loungers used evenings nice pool bar marvelous, bar staff friendly gin tonics fabulous, plenty sun loungers used dont know, lovely pavillions seating areas pool beach water like sunbathing sort thing think happy.i got massage outside hotel left beach nice great view beach having great massage recommend cheaper spa.we diving holiday certainly lovely base diving close bali scuba good professional friendly dive operators.the buffet breakfast hotel comprehensive omelette man feature morning, did donalds right beach couple times cheaper set menu buffet right beach early morning starts diving meant hotel convienent.we ate evening choosing resturants outside hotel did eat mezzinine fabulous expensive head, ate local food night varying expereinces certainly variety, keen english feel cat fiddle just left hotel street sanur proper bar called jimmy old expats drink bit weird beer freezer fa cup highlights, husband did not alot younger people eveings went kuta cab, certainly husband i. cat fiddle band night bizarre balinese irish band, trophy pub opposite live music.all excellent hotel going mola mola season dive mola mola,  ",1
"fantastic hotel not say nice things hotel, impressive outside lobby area really comfortable staff not friendly professional, taken room receptionist given orientation hotel, bedroom decent size overlooking courtyard, room clean bed good size, hotel feels secure people room keys access different floors, bar modern intimate, ate lunch lobby day good.the location great, hotel close zoo station trains schonfeld airport shopping street kudaam, definitely hotel berlin,  ",1
"amazing value brilliant, stayed mini honeymoon wedding slovenia n't pleased, room fantastic high ceilings fantastic furniture bathroom large spotlessly clean, location great walk want area best shops restaurants, hotel small courtyard garden breakfast weather nice owners friendly helpful questions, definitely recommend hotel definitely stay venice,  ",1
"highly recommend hotel stayed superior king room view overlooking boylston st. historic hotel bay area block away amtrak station subway station nearby, lenox fully restored beautiful lobby plush furnishings, room spacious appointed quality furnishings walk wardrobe attractive bathroom quality fittings accessories, king bed extremely comfortable, hotel quality restaurant separate bar irish pub hotel, hotel numerous restaurants bars boylston nearby newbury sts, staff helpful friendly, booked hotel historic hotels america website advance purchase rate, make point return lenox visiting boston future, highly recommended,  ",1
"love dauphine orleans hotel husband 14 couples visited new orleans 4 months ago stayed dauphine time, absolutely loved, close happenings bourbon quiet needed, folks extremely friendly especially amy bartender baileys place, recommend hotel asks stay visit big easy,  ",1
"excellent value, saw reviews little hesitant, no not star hotel rates great location notch, americans did not experience ill treatment, fact employees helpful accomodating, evening doorman exceptional providing excellent service, walked major locations hotel, staff went way make memorable experience gave excellent recommendations stay,  ",1
"join golden circle arrived airport whisked hotel house limo, checked received upgrade golden circle membership, great service fast laundry turnaround, claude concierge set need, hotel car airport bellman basically checked, not ask better,  ",1
"loved perak hotel, absolutely loved perak hotel, stayed night august 2008. rooms small look lovely hard woorden floors great eye huge television location great, walked bunch sights singapore hotel doable, breakfast pretty great, great assortment bread cakes jam peanutbutter, not huge assortment eggs didnt really miss, not free internet night decent book exchange free luggage storage.especially considering price paid 198 singapore dollar superior double- standard doubles skylight no windows good choice recommend looking place stay singapore,  ",1
"lovely hotel conveniently placed, impressed staff reception, nice surprise room bowl fruit, bar good place relax ate dinner julius restaurant night good, nice little touch valentines day receive box chocolates, hop hop bus tour stops right outside hotel train station yards, 4 blocks believe, distance germany equivalent harrods ka,  ",1
"great location value excellent location short walk market 2nd folsom easy access areas san francisco highway.great value booking orbits 89 queen beds week advance prepay.parking extra 38 day plus tax valet available great value area unlimited in/out privileges, equipped small fitness room pool 3.5 ft deep kids no steam room/sauna.starbucks sitehigh speed cable internet complimentary,  ",1
"spacious rooms stayed hotel march 14th march 20th 2005. room modern clean spacious, bathroom clean equipped, lots storage space large wardrobe safety deposit box supplied, stayed 29th floor east tower spectacular views city, reception area impressive staff helpful, restaurant expensive suggest eating local deli breakfast lunch, highly recommend hotel stay, negative point location, taxi costs 4- 7 dollars time square walk 20 minutes wished,  ",1
"great room interiors stayed night recently, normally stay westin thought woulod try, room interiors amazing old building refurbished, bathrooms better hotels stayed room quite large nice sitting room bed, bed queen did bit old kept rolling middle night.we ordered room service came quickly good, breakfast garden lounge nice asked boiled eggs advised did n't offer menu said eggs style pancakes good, bar downstairs heaving workers friday night not really relaxing place just wanted drink, left cause felt like work scene bars hotel great.the downside noise, bar no noise people leaving did make lot noise woke jetlag heavy sleeper, early morning garbage trucks endless bins emptying glass bottles, different hotel big chain did not expect complete silence n't stay here.i probably cause like architecture building like, not recommend wanting big hotel chain experience,  ",1
"bad customer service stayed business, gave cc incidentals charged entire room card plus 120 extra, reason, received answers told woman checked training did wrong, secondly said n't fault did n't paperwork, prior checking n't sent paperwork company nor did ask checked, called rectify gotten run getting charges reversed, beautiful hotel normally excellent rating having gone experience n't think company staying longer,  ",0
"just needed arrived frankfurt disastrous encounter florence italy airport, tired needed space rearrange luggage, staff n't helpful, room spacious well-appointed spotless needed, good dining options, quiet near airport, highly recommend hotel airport-based stop-over, frequent shuttle bonus,  ",1
"so-so pluses:1 quaintness courtyards2 balconies overlooking chartres3 location quiet safe fq block action biscuits coffee really good positive over-priced negative, got free day pilot light went leaving cold night gave breakfast make, worth 22, n't know that.the downside:1 bathrooms need little updating countertops need replaced wallpaper stained places 2 televisions, n't real ones, 10 inch 10 year old tvs come standard room, just silly irritating think, provide reading materials no tvs like bb just pay real televsions room, makes room look like complete trash small little rinky dink tv stand really outdated television sitting, n't think getting better staying suite junior suite tv rooms antiques rooms public spaces nice simply old.4 pillows uncomfortable soft lumpy,  ",1
"great deal walking distance sent san gallo date mix hotel, pleased san gallo palace, staff accomodating gave wonderful room floor, staff helpful giving directions restaurant recommendations.the room large european standards cooled quiet, hotel wonderful breakfast morning including meats cheeses pastries fresh fruit, hotel 20 minute walk main center town load city center,  ",1
"false advertising just came barcelona stayed hotel inglaterra group hotel majestic, advertised sister hotel blah, blah, did not honor package booked online telling did wrong booked, second gave different room requested pretext better view floor noisy pelai street, course asked change told hotel booked, breakfast/bar/salon room basement totally uninviting course modest 240 euros night 350, room small european standard bathroom uselessly gigantic heat leave bedroom door opened night, location fine walking distance really not worth price, street hotel jazz semed better.but n't hesitate visit barcelona best city europe,  ",0
"recommend hotel detailed review summary excellent choice great location hotel/rooms/facilities staff excellent, friends recommend.general infoa group 10 stayed hotel 2007/2008 new year period, shared superior rooms deluxe suite included buffet breakfasts 2 2 days free happy hour drinks+finger foods 2 2 days, warn 4 deluxe suite not permitted 4, use 2 coupons 1 day 2 day, reasoning personally.locationwangfujing considered high class/expensive areas beijing, staying hotel location expect clean environment spacious paths, despite population like 15million barely believe walk area, just space overcrowding not issue, close walk 10-15min shopping area food markets daring try things like scorpions starfish centipedes, feel extremely safe area, located directly hotel starbucks ferrari lamborghini roll royce outlets indication type location staying, walking shops pass novotel hotel think regeant, restaurants road walk, price pay think hotel bargain, terms getting tourist attractions hotel no issues quite central, taxi cheap no complaints taxi fares quite close.rooms/facilitiesno complaints rooms look modern clean beds comfortable, happy rooms, hotels stayed china free bottles water everyday, deluxe suite nice mention included large lcd tv living room sofa bed nice study table, bathroom shared big, toilet say cubicle quite far n't worry brushing teeth holding breath just did dump.staffvery friendly admit complications fact 10 staff pressure acted professional kept cool, speak english quite,  ",1
"loved florence hotel heart city tucked away street avoid street noise, book room annex, staff friendly speak fluent english, assist little like order make stay florence rewarding, florence pedestrian friendly bellettini convenient major sites,  ",1
"classy art deco paris hotel hilton new paris, art deco 1930 hip decor, clean updated large rooms, mini refridge hairdryer standard amenities rooms, staff, upgrade executive level rooms usually 25-35e, nice access lounge arrive 9am room isnt ready nice breakfast newspapers connected additional lounge comfy couches large flat screen t.v. outdoor deck overlooking quaint buildings, concierge recommended great dining bound- buddhabar.com restaurant la cantina- hip cool awsome food experience, 20 minute walk champs elessye bound restaurant arc triumph, beautiful neighborhood, 40 e taxi to/from airport, 20 minutes good traffic, advise hire car airport paris, taxi lane freeway paris long slow not good long flight, 50 e 60 e way, worth penny, traffic airport return generally quick, stay again- awsome,  ",1
"loved high quality hotel agree reports hotel superb, honestly not pick fault, thing advise not caught using taxis metro handy barcelona, nearest metro station 2 mins walk street line takes straight port handy just ask map station easily work look bit dauting good street map right no problems staff helpful rooms beautiful cleaned everyday ya like lie defo recommend hotel travelling barcelona,  ",1
"great o2 arena, stayed night stopover ufc 85 o2 arena, thing register car park concierge told come liked 24 hours, godsend security piece mind flexibilty afforded worth doubt, checkin effortless reception staff polite professional, room 9th floor modern spacious clean, did not experience noise issues nearby dlr fact room opposite hotel probably worthwhile request walking hotel did hear trains passing, good nights sleep comfortable bed breakfast/checkout spot, summary ufc wouldnt change thing, thanks hilton,  ",1
"good hotel good price property renovated old structure, style hotel lots old city feel modern conveniences, weekend youth group bit noisy happen hotel, trolly stop right street takes way canal st. charles,  ",1
"basking barcelona booked short trip barcelona easyjet.great package price included stay petit palace barcelona, hotel just minutes paseo gracia main streets city.the hotel ultra modern minimalistic stylish, rooms good sized room set used board room, staff friendly helpful, definitely stay again.try noti restaurant just minutes walk away, great food lovely atmosphere.by way temperatures weekend january 20 degrees c, warm lunch beach,  ",1
"wonderful hotel stayed hotel 13th 18th august, check nice easy cookies handed sent son raptures delight, pleasently suprised size rooms bedroom window lovely view charles river, son loved flat panel tv lounge, tired got hotel pulled sheets lie, noticed sheets stain called housekeeping, immediatly sent change bed, recieved kalika housekeeping manager, asked ok offered free movie inconvienience, got 2 nights parking fee waived, little later small box chocolates delivered room note appology, desk staff wonderful son, popping popcorn did n't microwave, warming leftover burrito lunch giving good supply warm cookies, concierge helpful bellboy, n't hesitate stay hotel, n't centre boston shuttle bus handy cambridge central t station 10 minute walk away, n't fancy eating hotel restaurant wholefood market just river sells ready prepared meals,  ",1
"deal, picked moore basis reviews n't disappointed, great seattle location close, rates reasonable larger room immaculately clean spacious comfortable, does n't little things like shampoo hair dryers, knew brought, staff helpful provided internet access lobby check email, heat wave windows open fan provided management fine, stay anytime,  ",1
"just relax, vacation paradise, friends female 25 just returned flamenco week stay feb.24 mar.2nd, stunned beautiful surroundings immaculate grounds paradise-like setting, beach pool breathtaking, lovely 3rd floor room huge vaulted wood celiling building 10 close main building restaurants main buffet bit hike beach, did n't mind walk great exercise nice way meet people walked, rush, vacation hurry, mind n't want walk 3 large levels stairs wish ask ground floor room no elevators.the staff friendly especially bartenders short supply high demand, watch ladies not gentleman accosted compliments sly smiles, young women no problem getting beverage quickly bar, buffet lots variety just make sure cook meat grill well-done lobster twice cooked way, advice hamburgers home rum snack bar pink meat little disconcerning ask cooked mucho happy, wo n't hungry resort fruit incredible, beach buffet amazing, n't excited restaurants virtually impossible reservations anyways arrived tuesday n't reservation sunday nice dining experience none, italian great try pasta vongole seafood tres delicious swim bar serves drink want pineapple 3 pm daily happy hour really makes feel like vacation.nothing perfect realize sure bathroom floor mold takes little bit time things request i.e, extra cot run rude i.e, zoran customer service overall excellent experience recommend resort ask, n't pay attention horrible reviews place great, leave stress issues home greet place relaxed mindset just fine,  ",1
"fantastic stay attentive staff, stayed crowne plaza 5 nights feb year, main reason booked price cheap location near city centre basis reviews here.the staff amazing room spacious equipped mini bar relatively cheap, hotel room spotless housekeeping excellent problem did flush loo broke fixed immediately.the buffet breakfast brilliant evening buffet pretty good, admittidly hotel lacking slightly atmosphere not guests obvioulsy not peak season, staff warm friendly drinks bar good value didn'tmatter guy reception noticed birthday stay birthday day exploring came room beautiful birthday cake chef downstairs letter wishing happy birthday definitley stay visit beijing not greatest views rooms 1st visit wanted central, taxis cheap probably stayed town, night food street short walk away watch goat testicles disguised mozarella balls people city really friendly want photo taken poorer districts felt threatening unsafe.one thing really glad did day wall arranging driver simitai 2.5 3 hour drive away walk 3 hours jinshanling picked took home, arranged guy met hotel hotel does offer service, overall thought hotel excellent value money great service friendly staff,  ",1
"fabulous, read mixed reviews yahoo decided hotel information, gal phone great offered great rate weekend 59.00/ night, ended having fabulous time, hotel located st. charles avenue restaurants easy access french quarter streetcar n't running busses, room bright airy overlooked st. charles, staff excellent~ frown faces, definitely true new orleans stay avenue garden,  ",1
"not worth 200 boyfriend going toronto lord rings 1 year anniversary, shopped decided cambridge suites, selling point boyfriend robes provided room, booked reservation phone late february early march, called beginning confirm reservation lost, confirmation number given old told, lost, looking bit figured looked best wasnt far theater, called rebooked, went check 300 deposit room, fine told head time like budget things didnt credit card, ended doing little juggling debit card credit card, like said wouldnt problem long told, outrageous amont deposit, use hottub nice night bed comfortable, liked large bathroom, oh yea, evening turn service didnt know, came room things replenished bed ready sleep chocolates weather report, didnt really need service nice touch little warning werent confused things moved nice, round ok experiance, stay, not sure, havent stayen toronto lot probably check places, stay make sure confirm,  ",0
"wonderful week marriott wife stayed resort june 5-10 2004 visiting conference, resort beautiful grounds excellent dinners blue sage roy, spent day revive spa, massages great access spa facilities day schedule massage early possible, able enjoy private pool area hours 8pm away kids crowds pools n't crowded spa pool, lobby beautiful night, enjoyed sitting outside lounge chairs outdoor couches looking pools firepits sipping drinks bar, phoenix weather behold did n't cloud 5 days nights warm not hot, perfect late night strolls grounds, room great private balcony turn service twice day, bathrooms beautiful, service notch, staff nice, car service mall street 5 quick 15 minute walk time day key making choice walk ride, used fitness facilities twice adequate, body east coast time treated early morning sunrises resort earlier 5am, gardens resort water features gorgeous, possible negative resort distance does n't look like, really palm trees expands north southern stucco wings road, highway hard pick resort resort does n't look like oasis distance, drive resort walk lobby grounds immediately know special place, definitely return,  ",1
"perfect stay stayed lovely hotel 4 days just christmas.our room elegantly furnished clean overall service impeccable especially people desk, helped way provided useful information city, managed tickets galleria accademia uffizi having wait line wich terribly long, breakfast delicious rich no restaurant hotel lukily plenty nice tratorias nearance, really loved culinario club osvaldo close santa croce church.we enjoyed stay adler cavalieri definitely come,  ",1
"lovely villa private room great garden stayed hotel 5 nights october, villa just great, garden good size swimming pool gazebo massage villa used afternoon sleep, hotel little far away time 20 minutes free shuttle central ubud, shuttle operates till 5 pm pick 9pm unless stay ubud town 4 hours taxi not expensive requested birthday cake delivered villa husband birthday great, surprised checked thought cake free n't want argue staff paid end, restaurant alright not choices breakfast difficult hotel guess 18 villas difficulte serve buffet breakfast guess building 18 villas called villas construction going time n't hear noise no problem,  ",1
"interesting hotel hotel really unique bar restaurant highly touted closed stay, best thing hotel door great beach starbucks.location okay needed cab old sj, rooms bit worn views great balcony,  ",1
